project,language,filename,blank,comment,code
exa,Rust,D:\clones\exa\src\options\parser.rs,125,164.0,438.0
exa,Rust,D:\clones\exa\src\options\view.rs,107,66.0,426.0
exa,Rust,D:\clones\exa\src\theme\mod.rs,91,48.0,389.0
exa,Rust,D:\clones\exa\src\output\table.rs,91,42.0,375.0
exa,Rust,D:\clones\exa\src\output\icons.rs,14,8.0,347.0
exa,Rust,D:\clones\exa\src\fs\file.rs,93,144.0,328.0
exa,Rust,D:\clones\exa\src\output\details.rs,79,123.0,283.0
exa,Rust,D:\clones\exa\src\main.rs,66,32.0,237.0
exa,Rust,D:\clones\exa\src\fs\feature\xattr.rs,50,5.0,232.0
exa,Bourne Shell,D:\clones\exa\devtools\dev-create-test-filesystem.sh,92,60.0,225.0
exa,Rust,D:\clones\exa\src\output\file_name.rs,66,72.0,214.0
exa,Rust,D:\clones\exa\src\fs\feature\git.rs,53,73.0,210.0
exa,Rust,D:\clones\exa\src\output\grid_details.rs,63,42.0,204.0
exa,Rust,D:\clones\exa\src\options\filter.rs,51,69.0,203.0
exa,Markdown,D:\clones\exa\man\exa_colors.5.md,102,0.0,180.0
exa,Rust,D:\clones\exa\src\fs\filter.rs,67,128.0,178.0
exa,Markdown,D:\clones\exa\README.md,96,0.0,176.0
exa,Rust,D:\clones\exa\src\theme\ui_styles.rs,32,10.0,175.0
exa,Rust,D:\clones\exa\src\output\time.rs,40,33.0,170.0
exa,Rust,D:\clones\exa\src\options\theme.rs,33,6.0,167.0
exa,TOML,D:\clones\exa\xtests\git.toml,34,6.0,163.0
exa,Markdown,D:\clones\exa\man\exa.1.md,105,0.0,161.0
exa,Rust,D:\clones\exa\src\output\render\permissions.rs,41,3.0,160.0
exa,Rust,D:\clones\exa\src\theme\lsc.rs,38,39.0,158.0
exa,Rust,D:\clones\exa\src\output\tree.rs,51,80.0,148.0
exa,Rust,D:\clones\exa\src\output\cell.rs,49,82.0,147.0
exa,Rust,D:\clones\exa\src\output\render\size.rs,38,3.0,141.0
exa,Rust,D:\clones\exa\src\fs\dir.rs,43,46.0,121.0
