project,language,filename,blank,comment,code
elixirscript,JSON,D:\clones\elixirscript\package-lock.json,0,0.0,6511.0
elixirscript,JavaScript,D:\clones\elixirscript\src\javascript\lib\core\erlang_compat\erlang.js,126,1.0,475.0
elixirscript,Markdown,D:\clones\elixirscript\CHANGELOG.md,226,0.0,474.0
elixirscript,Elixir,D:\clones\elixirscript\lib\elixir_script\passes\translate\form.ex,100,1.0,366.0
elixirscript,Elixir,D:\clones\elixirscript\lib\elixir_script\passes\find_used_modules.ex,80,3.0,319.0
elixirscript,Elixir,D:\clones\elixirscript\lib\elixir_script\passes\find_used_functions.ex,69,5.0,242.0
elixirscript,Elixir,D:\clones\elixirscript\lib\elixir_script\passes\translate\module.ex,46,21.0,241.0
elixirscript,JavaScript,D:\clones\elixirscript\src\javascript\lib\core\erlang_compat\lists.js,55,1.0,205.0
elixirscript,Elixir,D:\clones\elixirscript\lib\elixir_script\passes\translate\forms\pattern.ex,51,3.0,201.0
elixirscript,Elixir,D:\clones\elixirscript\lib\elixir_script\passes\translate\function.ex,35,2.0,197.0
elixirscript,JavaScript,D:\clones\elixirscript\src\javascript\lib\core\erlang_compat\maps.js,52,1.0,185.0
elixirscript,JavaScript,D:\clones\elixirscript\src\javascript\lib\core\functions.js,41,0.0,182.0
elixirscript,Elixir,D:\clones\elixirscript\test\passes\translate\form_test.exs,38,0.0,181.0
elixirscript,Elixir,D:\clones\elixirscript\lib\elixir_script_test\test\assertions.ex,19,34.0,162.0
elixirscript,Elixir,D:\clones\elixirscript\lib\elixir_script\lib\string.ex,43,0.0,161.0
elixirscript,JavaScript,D:\clones\elixirscript\src\javascript\lib\core\special_forms.js,31,3.0,141.0
elixirscript,Elixir,D:\clones\elixirscript\lib\elixir_script\state.ex,34,1.0,140.0
elixirscript,JavaScript,D:\clones\elixirscript\src\javascript\tests\core\erlang_compat\erlang_spec.js,27,0.0,138.0
elixirscript,Elixir,D:\clones\elixirscript\lib\elixir_script\passes\output.ex,35,4.0,135.0
