project,language,filename,blank,comment,code
foundation-sites,SVG,D:\clones\foundation-sites\docs\assets\img\logos\browser-stack.svg,1,1.0,12952.0
foundation-sites,JavaScript,D:\clones\foundation-sites\dist\js\foundation.js,2514,3647.0,7802.0
foundation-sites,JavaScript,D:\clones\foundation-sites\dist\js\foundation.cjs.js,1975,3449.0,7234.0
foundation-sites,JavaScript,D:\clones\foundation-sites\dist\js\foundation.esm.js,1972,3449.0,7198.0
foundation-sites,JavaScript,D:\clones\foundation-sites\dist\js\foundation.es6.js,1271,3651.0,6162.0
foundation-sites,CSS,D:\clones\foundation-sites\dist\css\foundation-prototype.css,564,8.0,5587.0
foundation-sites,CSS,D:\clones\foundation-sites\dist\css\foundation-rtl.css,442,8.0,5224.0
foundation-sites,CSS,D:\clones\foundation-sites\dist\css\foundation.css,441,8.0,5220.0
foundation-sites,CSS,D:\clones\foundation-sites\dist\css\foundation-float.css,367,8.0,3922.0
foundation-sites,Markdown,D:\clones\foundation-sites\docs\pages\kitchen-sink.md,229,0.0,1073.0
foundation-sites,JavaScript,D:\clones\foundation-sites\dist\js\plugins\foundation.slider.js,235,329.0,782.0
foundation-sites,JavaScript,D:\clones\foundation-sites\dist\js\plugins\foundation.offcanvas.js,230,308.0,777.0
foundation-sites,JavaScript,D:\clones\foundation-sites\dist\js\plugins\foundation.dropdown.js,237,322.0,769.0
foundation-sites,JavaScript,D:\clones\foundation-sites\dist\js\plugins\foundation.reveal.js,232,287.0,755.0
foundation-sites,JavaScript,D:\clones\foundation-sites\dist\js\plugins\foundation.tooltip.js,223,358.0,750.0
foundation-sites,JavaScript,D:\clones\foundation-sites\dist\js\plugins\foundation.sticky.js,186,248.0,669.0
foundation-sites,JavaScript,D:\clones\foundation-sites\dist\js\plugins\foundation.core.js,217,306.0,658.0
foundation-sites,JavaScript,D:\clones\foundation-sites\dist\js\plugins\foundation.abide.js,177,324.0,644.0
foundation-sites,Markdown,D:\clones\foundation-sites\docs\pages\prototyping-utilities.md,202,0.0,627.0
foundation-sites,SCSS,D:\clones\foundation-sites\scss\settings\_settings.scss,115,173.0,607.0
foundation-sites,Markdown,D:\clones\foundation-sites\docs\pages\grid.md,144,0.0,587.0
foundation-sites,SVG,D:\clones\foundation-sites\docs\assets\img\inky-banner-bg-boat.svg,4,1.0,558.0
foundation-sites,TypeScript,D:\clones\foundation-sites\js\typescript\foundation.d.ts,68,36.0,534.0
foundation-sites,JavaScript,D:\clones\foundation-sites\dist\js\plugins\foundation.drilldown.js,159,288.0,523.0
foundation-sites,JavaScript,D:\clones\foundation-sites\dist\js\plugins\foundation.magellan.js,152,175.0,519.0
