project,language,filename,blank,comment,code
CRYENGINE,Fortran 90,D:\clones\CRYENGINE\Tools\CMake\Win32\share\cmake-3.14\Modules\FortranCInterface\my_module.f90,0,1.0,7.0
go,Fortran 90,D:\clones\go\misc\cgo\fortran\answer.f90,1,3.0,5.0
CRYENGINE,Fortran 90,D:\clones\CRYENGINE\Tools\CMake\Win32\share\cmake-3.14\Modules\FortranCInterface\call_mod.f90,0,0.0,6.0
go,Fortran 90,D:\clones\go\misc\cgo\fortran\helloworld\helloworld.f90,0,0.0,3.0
CRYENGINE,Fortran 90,D:\clones\CRYENGINE\Tools\CMake\Win32\share\cmake-3.14\Modules\FortranCInterface\mymodule.f90,0,1.0,7.0
